time,s,e,i_s,i_a,r,d,v,x_vac_counter,cost,control
0.403887383208343,0.643869608280768,0.000395520282465059,1.86636947097921e-06,6.868048657897749e-05,0.354512920421237,0.000300430577641317,0.000850973581838428,0.00133437831915116,0.0742239140323973,0.605262029736468
0.807774766416686,0.644407945306422,0.000406223584189187,1.845007357772e-06,6.37788237990331e-05,0.353341634018985,0.000300445273506709,0.00147812798574048,0.00234309787153612,0.116806556337093,0.457884784747167
1.211662149625029,0.645046437226263,0.000414719370868121,1.82622032199481e-06,6.08444850932859e-05,0.35217281821737,0.000300459810394339,0.00200289466968908,0.00320986210114962,0.148347156835923,0.39367453883667
1.615549532833372,0.645749095192103,0.000421818933276643,1.8095920512219e-06,5.91746915565461e-05,0.351007075772234,0.000300474207048722,0.00246055161172935,0.00398693402478899,0.173770446060114,0.353111111153892
2.019436916041715,0.646497675387454,0.000428043937653425,1.79483516559174e-06,5.83186803928886e-05,0.349844789309041,0.000300488479427889,0.00286888937086494,0.00470020433053249,0.195247124206142,0.32425962519182
2.423324299250058,0.647281097966112,0.000433730208758654,1.78174614198769e-06,5.79873856690679e-05,0.348686200284286,0.000300502641546158,0.00323869976748605,0.00536511692050912,0.21395670907147,0.302393740579401
2.827211682458401,0.648091943426346,0.00043909424901403,1.77017633155844e-06,5.79954862074879e-05,0.34753145964759,0.000300516706023344,0.00357722030848757,0.00599186229831755,0.23061883273666,0.285137106992446
3.231099065666744,0.6489249215995539,0.000444275927698408,1.76001330120917e-06,5.82242200620438e-05,0.346380660345687,0.000300530684445428,0.00388962720925169,0.00658761349846335,0.245706922888489,0.271124911409577
3.634986448875087,0.649776089131071,0.000449365890645941,1.75116880442976e-06,5.85975245853735e-05,0.345233858175179,0.000300544587603779,0.00417979352211039,0.00715765393071277,0.259549600054926,0.259502506534343
4.03887383208343,0.650642406520662,0.000454423163734922,1.7435710111916e-06,5.9066727535702e-05,0.344091085159492,0.000300558425655895,0.00445071643190814,0.00770600889280759,0.272384379269308,0.249700874600366
4.442761215291773,0.65152146846056,0.000459486460168508,1.73715947558083e-06,5.96007252871356e-05,0.342952358129365,0.000300572208235584,0.00470477685690794,0.00823582675249643,0.284388462118217,0.241323394310607
4.846648598500116,0.652411330463246,0.000464581444293913,1.73188186357457e-06,6.01796819035987e-05,0.341817684226136,0.000300585944529971,0.00494390635802667,0.00874962244539516,0.295697490976669,0.234083567409785
5.250535981708459,0.653310392587472,0.000469725398373081,1.72769181400164e-06,6.07909872910096e-05,0.340687064431012,0.000300599643335453,0.00516969926070191,0.009249439987947181,0.306417524652171,0.227768391941487
5.654423364916802,0.654217318614556,0.000474930221198063,1.72454752871704e-06,6.142666473724359e-05,0.339560495828104,0.000300613313099299,0.00538349081077676,0.009736965034619519,0.316632993061727,0.222215770442316
6.058310748125145,0.655130978310652,0.000480204355163376,1.72241083341435e-06,6.20817082886239e-05,0.33843797305534,0.000300626961952136,0.0055864131977705,0.0102136050366742,0.326412147795086,0.217299858063077
6.462198131333488,0.6560504051203589,0.000485554025014631,1.7212465423174e-06,6.27530166032354e-05,0.337319489234562,0.000300640597734184,0.00577943675918471,0.0106805478169857,0.335810901943145,0.212921301759354
6.866085514541831,0.656974764481005,0.000490984034430943,1.72102201940683e-06,6.34387094024073e-05,0.336205036567674,0.000300654228016921,0.00596340095745085,0.0111388053234276,0.344875600271626,0.209000537803458
7.269972897750174,0.657903329713294,0.000496498278562386,1.72170686833181e-06,6.413768931042079e-05,0.335094606718706,0.000300667860122431,0.00613903803313694,0.011589246815479,0.353645054742249,0.205473012871071
7.673860280958517,0.6588354632882411,0.000502100074090693,1.72327270528192e-06,6.48493610618233e-05,0.333988191058643,0.000300681501139911,0.00630699144411765,0.0120326245723653,0.362152071995984,0.202285802322529
8.077747664166861,0.659770602149507,0.000507792372056433,1.72569298766298e-06,6.55734516196498e-05,0.332885780822345,0.00030069515794118,0.00646783035354295,0.0124695939537765,0.370424612641626,0.199395055832485
8.481635047375203,0.66070824600319,0.00051357789536142,1.72894287906141e-06,6.63098949923092e-05,0.33178736720913,0.0003007088371945,0.00662206121725298,0.0129007293409031,0.378486686889351,0.196764134354734
8.885522430583546,0.6616479478827511,0.00051945922786646,1.73299913953522e-06,6.70587585276107e-05,0.330692941447317,0.000300722545377826,0.00677013713902013,0.0133265369212654,0.386359054335189,0.194362182640016
9.28940981379189,0.662589306475177,0.000525438872377135,1.73784003293794e-06,6.782019579174979e-05,0.329602494835696,0.000300736288791086,0.006912465492134,0.0137474650335739,0.394059776542955,0.192163025598461
9.693297197000232,0.663531959818494,0.00053151928862629,1.74344524624968e-06,6.85944164852377e-05,0.328516018770261,0.00030075007356756,0.00704941418731904,0.0141639126170986,0.401604658009972,0.190144310914595
10.09718458020858,0.664475580074709,0.0005377029183905,1.74979581830805e-06,6.938166727521169e-05,0.327433504761539,0.000300763905685118,0.00718131687658298,0.0145762361792331,0.409007601713704,0.188286838797397
10.50107196341692,0.66541986915411,0.000543992202325739,1.75687407494791e-06,7.018221961937379e-05,0.32635494444593,0.000300777790976539,0.00730847731296434,0.0149847555943122,0.41628089860144,0.186574033351321
10.90495934662526,0.666364555060239,0.000550389591469679,1.76466356966998e-06,7.099636206741541e-05,0.325280329593251,0.000300791735139518,0.00743117299426405,0.0153897589117233,0.423435463410617,0.18499149422207
11.3088467298336,0.667309388766999,0.000556897555305145,1.77314902854278e-06,7.182439542807069e-05,0.324209652111885,0.000300805743746071,0.00754965827760802,0.0157915064416477,0.430481030696002,0.183526669987123
