"S0","E0","Is0","Ia0","R0","D0"
26446429.4396045,3.11406847900981,1.14128860533887,1.30503842522179,1e-10,1e-10
26446415.9276791,4.09575385390514,1.65241697042044,13.3241500881829,1e-10,1e-10
26446418.6964506,3.10490116335166,2.87201784630901,10.3266304414125,1e-10,1e-10
26446423.6168569,5.28280894265314,4.65496867110033,1.44536549845664,1e-10,1e-10
26446411.5487035,5.39354390117928,4.99312926465613,13.0646232914354,1e-10,1e-10
26446426.9835589,3.58890025224718,1.49245364092174,2.93508717394582,1e-10,1e-10
26446421.3843512,8.29839613643651,1.54202519130574,3.77522743237905,1e-10,1e-10
26446422.3605081,2.41899432899045,4.19183783456287,6.02865973710912,1e-10,1e-10
26446424.8297751,3.57148460232849,4.65789747044791,1.94084280271745,1e-10,1e-10
26446425.3498066,3.27091239396276,4.78010383086652,1.59917720807131,1e-10,1e-10
26446422.2859193,4.49966638070881,4.05718031646948,4.15723403867338,1e-10,1e-10
26446428.2615447,2.45287953446155,2.66855332316957,1.61702241800184,1e-10,1e-10
26446413.2027969,11.7526529929263,1.86696598941337,8.17758412663658,1e-10,1e-10
26446424.6697388,5.06869533509069,4.10345029971623,1.15811551829288,1e-10,1e-10
26446424.7711623,6.22183092061811,2.7390849941971,1.26792181800845,1e-10,1e-10
26446430.2806004,1.63440689721142,1.55515693171589,1.52983578999116,1e-10,1e-10
26446417.5135591,8.77717346724616,3.07475076333829,5.63451662191983,1e-10,1e-10
26446425.5145701,3.42257413708422,3.72901962453507,2.33383609320633,1e-10,1e-10
26446422.9266488,6.30731273339134,1.13635127104176,4.62968722147512,1e-10,1e-10
26446425.4303651,2.32764975933429,1.90634394629782,5.33564118054491,1e-10,1e-10
26446419.9617517,4.18100559216784,2.80904028037879,8.04820244512619,1e-10,1e-10
26446418.6198351,7.88721011686151,1.03048879906756,7.46246594039816,1e-10,1e-10
26446414.3472244,7.56896625952825,1.28155559860698,11.8022537512644,1e-10,1e-10
26446428.0264108,1.35685810494119,1.83753396001112,3.77919718548499,1e-10,1e-10
26446414.8434921,5.12394324984405,1.36389282564243,13.6686718388004,1e-10,1e-10
26446425.51149,5.22329049828282,2.94251403112044,1.32270552038268,1e-10,1e-10
26446416.6188249,8.70596087875284,4.87114227262465,4.80407198035234,1e-10,1e-10
26446417.2882531,4.56292769096621,2.93879009552836,10.2100290781017,1e-10,1e-10
26446424.3057418,5.3822473262744,1.46657458044533,3.84543628710661,1e-10,1e-10
26446427.5203295,1.59068720774053,2.36302289419674,3.52596044587519,1e-10,1e-10
26446412.5498193,12.5202398803901,3.52770526381686,6.40223556555077,1e-10,1e-10
26446425.6072838,1.03612199466872,2.24110005134692,6.11549413116584,1e-10,1e-10
26446423.4215546,6.26770635365729,4.02479244882412,1.2859466100085,1e-10,1e-10
26446420.0956814,1.77414181714977,2.75443249233115,10.3757442807515,1e-10,1e-10
26446424.377984,4.22782844593542,4.19091022175422,2.20327735274924,1e-10,1e-10
26446417.7499358,12.6153226474424,1.1683834319846,3.46635807816769,1e-10,1e-10
26446411.7886705,8.31740267192569,4.9482987302368,9.94562811734071,1e-10,1e-10
26446425.2342016,3.51360424965044,4.31513893192292,1.93705523509899,1e-10,1e-10
26446427.5164088,1.3485240572819,4.30603936506001,1.82902776916591,1e-10,1e-10
26446408.0924295,13.1677750935332,2.95099150382764,10.7888038620104,1e-10,1e-10
26446411.7542296,12.0832004542728,3.89943453377448,7.26313536803575,1e-10,1e-10
26446418.0701393,4.5757727507915,4.72725998305189,7.62682793432574,1e-10,1e-10
26446413.1672075,5.73859150798208,4.95770212233898,11.1364988444318,1e-10,1e-10
26446418.0368349,9.73933741133371,3.63285031136613,3.59097733153273,1e-10,1e-10
26446419.8495472,2.2706495951616,1.38642135228405,11.4933818121109,1e-10,1e-10
26446414.7431636,11.5853032163389,2.77402745720798,5.89750575843458,1e-10,1e-10
26446419.3243279,10.6603235698532,2.23932638677306,2.77602213915145,1e-10,1e-10
26446429.0482903,2.64041938914569,2.29065151517981,1.02063881288683,1e-10,1e-10
26446418.1990667,10.7629993324902,2.01524609346188,4.0226878681346,1e-10,1e-10
26446415.2826436,6.81743258966905,4.74184805067038,8.15807571157448,1e-10,1e-10
26446419.3420726,9.9090833526934,3.02131220038686,2.72753182998164,1e-10,1e-10
26446420.2031191,1.52769132976567,4.35680330224817,8.9123862465319,1e-10,1e-10
26446420.3597656,2.83854770262556,3.09895267536863,8.7027340157546,1e-10,1e-10
26446418.5400823,10.0558198792672,2.23793505404413,4.16616278247619,1e-10,1e-10
26446421.6393096,8.88974876915056,2.57614222971312,1.89479941281743,1e-10,1e-10
26446427.1522665,3.29028904930717,1.69754382961514,2.85990057332267,1e-10,1e-10
26446429.8696666,2.56955408201999,1.17878879848772,1.38199048293386,1e-10,1e-10
26446427.9170115,3.06617410627737,2.48901817673073,1.5277962467489,1e-10,1e-10
26446419.3447854,11.2765114306697,2.94553488971008,1.43316826058785,1e-10,1e-10
26446418.4383256,13.1703077050643,2.26818585573211,1.12318085615366,1e-10,1e-10
26446426.0893953,4.88704109168309,2.73157195520798,1.29199161834671,1e-10,1e-10
26446421.6090165,4.03973045330823,4.44860107081721,4.90265198448854,1e-10,1e-10
26446410.4838312,14.1894678831314,3.07425436275697,7.25244653638931,1e-10,1e-10
26446424.5923392,5.26826233793547,3.95189268575031,1.18750576689827,1e-10,1e-10
26446418.0026078,8.71440656682575,4.35174342236877,3.93124220675506,1e-10,1e-10
26446425.2763498,6.49761558345267,2.05854148105401,1.1674931701947,1e-10,1e-10
26446423.51334,5.47788294661136,4.54045304770567,1.46832403580766,1e-10,1e-10
26446416.523196,9.56836862167565,2.8445399152393,6.06389547195527,1e-10,1e-10
26446409.2034594,10.6613345135407,2.41596892896915,12.7192371718402,1e-10,1e-10
26446417.8302059,2.4470861635975,3.69616190289646,11.0265460426525,1e-10,1e-10
26446425.0464073,1.85829546937703,1.28507231835955,6.81022493256158,1e-10,1e-10
26446407.3904743,13.378768824693,4.41061350830247,9.8201434023241,1e-10,1e-10
26446426.9287833,3.0963420687034,1.23127083432915,3.74360378299952,1e-10,1e-10
26446427.0159462,2.2199806420919,2.51781984322562,3.24625334105504,1e-10,1e-10
26446421.3279302,4.68496018192281,2.76556188931144,6.22154773515436,1e-10,1e-10
26446421.6488618,8.49304769714953,3.00450653179962,1.85358400965746,1e-10,1e-10
26446418.6129493,9.66270552057698,2.42270312984263,4.30164203761517,1e-10,1e-10
26446422.4088835,4.81160768868147,2.10709708210794,5.67241177178679,1e-10,1e-10
26446415.1115567,10.716391585239,2.16754290342717,7.00450882015004,1e-10,1e-10
26446419.2449194,12.6304239625153,1.49391065055284,1.63074597779483,1e-10,1e-10
26446420.8194598,8.835180520305,3.17188884410541,2.17347081182026,1e-10,1e-10
26446416.5919969,11.6091893688444,3.62890391597151,3.16990981419582,1e-10,1e-10
26446426.4697512,3.40527753686533,3.74564572207585,1.37932558395985,1e-10,1e-10
26446416.9872773,1.9717181574398,3.71353821278672,12.3274662954175,1e-10,1e-10
26446427.8179142,3.20278742155694,1.01588573057295,2.96341263449325,1e-10,1e-10
26446427.1766494,1.82354775047675,1.29662292173608,4.7031799780889,1e-10,1e-10
26446418.0631561,3.04373204591717,3.87032662664448,10.0227852409249,1e-10,1e-10
26446412.989321,12.7580778335554,3.25332799887096,5.99927313786245,1e-10,1e-10
26446428.4696946,1.0070798980209,3.66365661728848,1.85956885468747,1e-10,1e-10
26446421.3571494,8.13721985735403,3.98668584594871,1.51894486703114,1e-10,1e-10
26446408.3658662,14.7875531782135,1.72428053268246,10.1223001008622,1e-10,1e-10
26446423.4582401,6.35975735796628,1.04719492156272,4.13480765572738,1e-10,1e-10
26446416.253891,4.49073839749701,4.17616519931715,10.0792053860545,1e-10,1e-10
26446427.0924974,5.04274177807129,1.78197705510313,1.0827837881806,1e-10,1e-10
26446417.5592506,6.80942201245127,1.31805687939115,9.31327054006133,1e-10,1e-10
26446410.7739312,8.00270521093507,3.99335891445,12.2300046422831,1e-10,1e-10
26446412.950478,9.18752595136285,3.65886899636224,9.20312701251954,1e-10,1e-10
26446417.6449391,3.56471716264271,1.66597332750589,12.1243704540733,1e-10,1e-10
26446426.5134594,1.37848950402589,1.30015558509464,5.80789546942595,1e-10,1e-10
26446410.5840079,7.19590498761681,3.95549147805019,13.2645955994545,1e-10,1e-10
26446415.5982223,7.23639071953818,3.44655865770541,8.71882831853934,1e-10,1e-10
26446424.0216348,3.62381524511189,4.36435011664758,2.99019987275471,1e-10,1e-10
26446419.6538649,11.5004757807974,2.53144017764896,1.31421918798835,1e-10,1e-10
26446425.7232234,3.53238985943099,3.42994533443561,2.31444145539051,1e-10,1e-10
26446418.6078593,2.80218833456001,2.17865811713349,11.4112942988443,1e-10,1e-10
26446408.5466497,12.346167095323,1.6031505734085,12.5040325880675,1e-10,1e-10
26446416.2890691,10.5325599295815,2.53986964305822,5.63850136604167,1e-10,1e-10
26446423.6558986,2.97830782956959,2.16718926975585,6.19860428211558,1e-10,1e-10
26446426.7613622,3.86367503036192,1.18267516382243,3.19228757244094,1e-10,1e-10
26446419.9228007,11.3069540870057,2.36718877890038,1.40305643281365,1e-10,1e-10
26446420.2506774,1.07185940748867,3.11446169226119,10.5630014550229,1e-10,1e-10
26446422.4888667,1.34126498210788,3.33715098599222,7.83271728623812,1e-10,1e-10
26446422.3442476,3.45135231232162,3.09234309776297,6.11205698521199,1e-10,1e-10
26446417.9129471,2.43911269009859,1.90283829047749,12.7451018890808,1e-10,1e-10
26446407.7871592,11.8754109946688,2.54958686869018,12.7878429193845,1e-10,1e-10
26446417.5930287,9.78732110854402,2.75164611244232,4.86800411244737,1e-10,1e-10
26446424.2980491,2.57807048684742,3.10020735655754,5.02367308232799,1e-10,1e-10
26446414.1012664,6.68937061267209,2.02275271882099,12.1866102773406,1e-10,1e-10
26446422.6624628,7.57379597727669,1.2303885510545,3.53335268765807,1e-10,1e-10
26446420.2482506,2.3335439448535,2.15214298438077,10.266062465115,1e-10,1e-10
26446425.1263133,1.10314214846376,1.78129170981943,6.98925287844469,1e-10,1e-10
26446415.2840924,14.531698243228,3.96171916732111,1.22249019472154,1e-10,1e-10
26446423.0112324,5.59129164511767,2.47570982960621,3.92176614300083,1e-10,1e-10
26446418.900836,9.98086375311463,1.16437221734719,4.95392807190046,1e-10,1e-10
26446420.4603446,2.06564272847752,2.72243950660613,9.75157317244067,1e-10,1e-10
26446418.3016117,11.0973709420154,2.16481908909771,3.43619825484227,1e-10,1e-10
26446417.5460635,14.9836911068665,1.21912813968534,1.25111723710205,1e-10,1e-10
26446421.0816911,3.12147818803084,4.29944450393985,6.49738623230957,1e-10,1e-10
26446411.697653,13.9878174043743,4.29595204872281,5.01857759458325,1e-10,1e-10
26446413.4623626,13.4293935704437,4.65920409197541,3.4490397499495,1e-10,1e-10
26446425.9568843,2.38082437887913,2.72178685395789,3.94050441929574,1e-10,1e-10
26446426.6024553,1.13823968333941,2.19478347150207,5.06452154609827,1e-10,1e-10
26446423.7162099,8.54192098254803,1.25675174027957,1.48511738617177,1e-10,1e-10
26446424.9929864,5.47749149247991,2.87671125159236,1.65281088630785,1e-10,1e-10
26446427.5261011,1.36924804266878,2.06176146145712,4.04288939375964,1e-10,1e-10
26446427.7486882,1.74130067886272,4.41694991959026,1.09306116368417,1e-10,1e-10
26446421.8972291,6.91963637490734,3.35777341212421,2.82536108738196,1e-10,1e-10
26446424.8004753,3.94207151527784,4.60885503003446,1.64859816567281,1e-10,1e-10
26446419.7884735,1.74941073271888,1.24713328499092,12.2149825293585,1e-10,1e-10
26446421.3072197,2.76458102540302,3.33704248906431,7.59115674733068,1e-10,1e-10
26446421.4937182,2.7182144382237,3.84005123735149,6.94801615886166,1e-10,1e-10
26446420.8826037,4.14601713501186,3.78179633903615,6.18958285861573,1e-10,1e-10
26446414.1496938,4.02074627593072,4.31470956793046,12.5148503753378,1e-10,1e-10
26446422.0531258,8.09056973636214,3.24476589447755,1.61153852067794,1e-10,1e-10
26446429.1827054,2.07272321207843,2.21416675014778,1.53040462421793,1e-10,1e-10
26446415.5804883,6.55250782150163,4.54691587970361,8.32008797008665,1e-10,1e-10
26446415.6579561,7.59910093986357,1.13615994039035,10.6067830086624,1e-10,1e-10
26446420.1259835,5.31759604303399,4.52928709754587,5.02713334417265,1e-10,1e-10
26446421.7012549,10.6321782978565,1.20365915478678,1.46290762329521,1e-10,1e-10
26446425.0862777,2.72146489579327,2.03099632807766,5.16126105170059,1e-10,1e-10
26446425.1194923,6.14151063592898,1.65347328405874,2.08552377602,1e-10,1e-10
26446424.9593141,1.36154227409797,2.36437395906141,6.31476961947766,1e-10,1e-10
26446415.547198,9.0107829645709,2.28193528666243,8.16008371142149,1e-10,1e-10
26446423.1797086,2.85968417625516,1.2832039160517,7.67740327254376,1e-10,1e-10
26446425.1030219,7.34424229926701,1.21074071857884,1.34199511576327,1e-10,1e-10
26446421.6316739,9.13690422316619,2.25467943261015,1.97674241261832,1e-10,1e-10
26446413.9490943,12.8455228317004,4.54624928781838,3.65913361667148,1e-10,1e-10
26446419.2388845,5.85231131328173,3.48407668650443,6.42472750595755,1e-10,1e-10
26446425.4955579,2.45099038595752,3.29959130670364,3.75386044652087,1e-10,1e-10
26446416.9064341,11.3567818402201,3.10522171928816,3.63156235364201,1e-10,1e-10
26446423.0543385,3.60292799256667,3.73460181355974,4.60813173623768,1e-10,1e-10
26446429.0447721,1.08925001890226,3.0901007210048,1.77587717699545,1e-10,1e-10
26446430.0520964,1.61139512150858,1.05737993757847,2.27912849303859,1e-10,1e-10
26446427.0197719,4.86431444124304,1.53657268773038,1.5793409684098,1e-10,1e-10
26446415.4948854,12.3109227092482,1.22671201963344,5.96747983810422,1e-10,1e-10
26446417.1700878,6.13878341315888,1.91293942124495,9.77818940332179,1e-10,1e-10
26446418.1829405,13.3257275249411,2.4527816448938,1.03855035103801,1e-10,1e-10
26446424.0229474,3.92352888836455,3.29954428354805,3.75397940409093,1e-10,1e-10
26446423.1560474,1.17549465617327,4.81376022306063,5.85469767085069,1e-10,1e-10
26446427.5389926,2.70319483045945,1.8700875235393,2.8877250280299,1e-10,1e-10
26446419.5853479,2.200082990511,4.63546920272553,8.57909995454149,1e-10,1e-10
26446414.7054167,13.2591039490485,2.87285530454348,4.16262400495617,1e-10,1e-10
26446421.7442129,5.82554935223139,3.48992972649953,3.94030807134285,1e-10,1e-10
26446422.5963081,4.32912302604211,3.82480627312345,4.24976256503438,1e-10,1e-10
26446411.6709177,12.5193224531282,1.46236439826797,9.34739541966328,1e-10,1e-10
26446423.0201092,8.46704434053978,1.50127104125799,2.01157537390071,1e-10,1e-10
26446419.7243389,10.5382245191523,3.68546213914034,1.05197446025131,1e-10,1e-10
26446424.8302505,2.05354351220588,3.10674180714887,5.00946419128628,1e-10,1e-10
26446428.5242403,2.12451432010222,2.95862193904155,1.39262343627313,1e-10,1e-10
26446421.8206073,10.8432919216593,1.16806917555274,1.16803159716935,1e-10,1e-10
26446416.1363035,7.82436253315151,4.45946742817331,6.57986653165173,1e-10,1e-10
26446415.4139169,14.524473149157,2.92683412112834,2.13477587679383,1e-10,1e-10
26446423.0334097,5.76930860015957,4.23163883979386,1.96564283130398,1e-10,1e-10
26446422.9677966,3.29505919864237,1.92494412244032,6.81220007553215,1e-10,1e-10
26446427.84394,1.57170445054725,1.39536808160641,4.18898743575084,1e-10,1e-10
26446419.5676338,10.5619314974107,3.5687489762918,1.30168569107064,1e-10,1e-10
26446422.8057471,6.75900578223558,2.602370955618,2.83287619145777,1e-10,1e-10
26446409.5335053,9.52103816187313,1.54577233490911,14.3996841955583,1e-10,1e-10
26446405.0889387,11.9770817638699,3.69223460149813,14.2417449235017,1e-10,1e-10
26446412.9952436,8.35568900406433,2.93160329913139,10.7174640620489,1e-10,1e-10
26446405.4463079,14.9789087974475,2.00182443069178,12.5729589028206,1e-10,1e-10
26446418.2244069,1.01031685406878,4.38812192969634,11.3771543168382,1e-10,1e-10
26446414.1370498,5.78952588123574,3.13791549233891,11.9355088508734,1e-10,1e-10
26446427.4017456,1.62609661318383,4.17849292935294,1.7936648618122,1e-10,1e-10
26446423.6952525,4.63975311428373,3.65820484532979,3.00678958138821,1e-10,1e-10
26446427.1982459,1.86012662356796,3.14208645808557,2.79954100992129,1e-10,1e-10
26446422.0431427,3.14788310411973,1.35101915762585,8.4579550683615,1e-10,1e-10
26446426.3311474,1.00798073522664,4.643366212324,3.01750569851713,1e-10,1e-10
26446424.4560558,6.52613422237672,1.31267384743672,2.70513613580223,1e-10,1e-10
26446414.0117735,8.55390375882335,1.97297099942081,10.4613517736299,1e-10,1e-10
26446426.7658382,1.69108271683658,1.20906889823526,5.33401014604625,1e-10,1e-10
26446424.9265992,4.23750146262302,2.8604577880134,2.97544157662289,1e-10,1e-10
26446415.3936592,4.76599546692658,4.06799549594855,10.7723498136178,1e-10,1e-10
26446422.8233422,5.65349766607161,1.86476592497366,4.65839425419459,1e-10,1e-10
26446425.218362,4.41107696737414,3.02350392174722,2.34705710579765,1e-10,1e-10
26446424.4958433,4.24396922367881,1.70654526948306,4.55364220438187,1e-10,1e-10
26446421.364111,6.86445196992169,2.48799324796665,4.28344378092791,1e-10,1e-10
26446413.5465778,10.38031511215,4.96886086114511,6.10424623554964,1e-10,1e-10
26446423.0194079,3.10445442160256,2.31476728883227,6.56137038503766,1e-10,1e-10
26446411.748655,13.8924211086509,3.41386340039239,5.94506053044964,1e-10,1e-10
26446422.530577,7.14927181034729,1.53551829605265,3.78463285413276,1e-10,1e-10
26446420.5287976,4.02919190812534,1.16877341632139,9.27323712182717,1e-10,1e-10
26446417.079173,10.1121769484546,2.58626263569352,5.22238741659767,1e-10,1e-10
26446424.7307777,4.75366308496921,1.48393001963797,4.03162920964177,1e-10,1e-10
26446414.3771741,6.48655712023834,1.31772710861334,12.818541651705,1e-10,1e-10
26446421.8947628,7.16399054424579,3.36057182071707,2.58067482470795,1e-10,1e-10
26446420.2600595,9.35096760688109,1.7499837096289,3.63898915148073,1e-10,1e-10
26446429.2907684,2.07479813134613,1.19208582210193,2.442347667309,1e-10,1e-10
26446422.1672057,10.2171704035365,1.39491997641934,1.22070396139699,1e-10,1e-10
26446408.5518285,11.0534907901024,1.37234950368309,14.0223311835637,1e-10,1e-10
26446413.0776134,13.2200697507782,3.56501610661467,5.13730077684451,1e-10,1e-10
26446425.2940738,4.75853724016425,3.04973401041442,1.89765491866227,1e-10,1e-10
26446423.1882862,3.60009052142027,4.2035968316773,4.00802644338052,1e-10,1e-10
26446415.149381,11.7496572768571,1.50845795318169,6.59250373065069,1e-10,1e-10
26446428.434542,1.38223885846732,3.61976084722994,1.56345826089123,1e-10,1e-10
26446417.6909053,6.44700594906928,2.06684744143086,8.79524133557035,1e-10,1e-10
26446428.2370673,4.24185245816558,1.23442529084419,1.28665495505374,1e-10,1e-10
26446424.2132226,5.66073274896875,3.85326118381597,1.27278342746847,1e-10,1e-10
26446424.8616604,6.33286568372539,2.05922014075898,1.74625382495202,1e-10,1e-10
26446424.4897847,4.89394441588166,3.66279016241067,1.95348073685333,1e-10,1e-10
26446418.719965,10.1102697101574,4.50913375752975,1.66063155338543,1e-10,1e-10
26446417.3248796,12.9063147569335,2.84405404362477,1.92475163270208,1e-10,1e-10
26446421.5292422,4.86704429948215,3.59778419585935,5.00592931432196,1e-10,1e-10
26446426.5822233,3.4539421446881,3.37222464810215,1.59160993987827,1e-10,1e-10
26446417.5844349,8.06662120092018,3.90582328887317,5.44312059430667,1e-10,1e-10
26446420.2126199,6.26375632959401,2.36681965045428,6.15680410427358,1e-10,1e-10
