Time,Is,D
295.65,174.206,304.9094
295.796,174.629,305.1685
295.942,175.0526,305.4283
296.088,175.477,305.6887
296.234,175.902,305.9497
296.38,176.3276,306.2113
296.526,176.754,306.4736
296.672,177.181,306.7365
296.818,177.6086,307.0001
296.964,178.037,307.2643
297.11,178.466,307.5291
297.256,178.8956,307.7945
297.402,179.3259,308.0606
297.548,179.7569,308.3274
297.694,180.1885,308.5948
297.84,180.6208,308.8628
297.986,181.0537,309.1314
298.132,181.4872,309.4008
298.278,181.9214,309.6707
298.424,182.3563,309.9413
298.57,182.7917,310.2125
298.716,183.2279,310.4844
298.862,183.6646,310.757
299.008,184.102,311.0302
299.154,184.54,311.304
299.3,184.9786,311.5785
299.446,185.4179,311.8536
299.592,185.8578,312.1294
299.738,186.2983,312.4059
299.884,186.7394,312.683
300.03,187.1812,312.9607
300.176,187.6235,313.2392
300.322,188.0665,313.5182
300.468,188.5101,313.798
300.614,188.9543,314.0784
300.76,189.3991,314.3594
300.906,189.8445,314.6411
301.052,190.2905,314.9235
301.198,190.737,315.2065
301.344,191.1842,315.4902
301.49,191.632,315.7746
301.636,192.0804,316.0596
301.782,192.5293,316.3453
301.928,192.9788,316.6317
302.074,193.4289,316.9187
302.22,193.8796,317.2064
302.366,194.3309,317.4948
302.512,194.7827,317.7839
302.658,195.2351,318.0736
302.804,195.6881,318.364
302.95,196.1416,318.655
303.096,196.5957,318.9468
303.242,197.0503,319.2392
303.388,197.5055,319.5323
303.534,197.9612,319.826
303.68,198.4175,320.1205
303.826,198.8744,320.4156
303.972,199.3317,320.7114
304.118,199.7897,321.0079
304.264,200.2481,321.305
304.41,200.7071,321.6029
304.556,201.1666,321.9014
304.702,201.6267,322.2006
304.848,202.0872,322.5005
304.994,202.5483,322.8011
305.14,203.0099,323.1023
305.286,203.472,323.4043
305.432,203.9346,323.7069
305.578,204.3977,324.0102
305.724,204.8614,324.3143
305.87,205.3255,324.619
306.016,205.7901,324.9243
306.162,206.2552,325.2304
306.308,206.7208,325.5372
306.454,207.1869,325.8447
306.6,207.6534,326.1528
306.746,208.1205,326.4617
306.892,208.588,326.7712
307.038,209.056,327.0814
307.184,209.5244,327.3924
307.33,209.9933,327.704
307.476,210.4627,328.0163
307.622,210.9325,328.3294
307.768,211.4028,328.6431
307.914,211.8735,328.9575
308.06,212.3447,329.2726
308.206,212.8163,329.5885
308.352,213.2884,329.905
308.498,213.7608,330.2222
308.644,214.2338,330.5401
308.79,214.7071,330.8588
308.936,215.1808,331.1781
309.082,215.655,331.4981
309.228,216.1296,331.8189
309.374,216.6046,332.1403
309.52,217.0799,332.4625
309.666,217.5557,332.7853
309.812,218.0319,333.1089
309.958,218.5085,333.4332
310.104,218.9855,333.7582
310.25,219.4628,334.0839
310.396,219.9405,334.4103
310.542,220.4186,334.7374
310.688,220.8971,335.0652
310.834,221.3759,335.3937
310.98,221.8551,335.723
311.126,222.3346,336.0529
311.272,222.8145,336.3836
311.418,223.2948,336.715
311.564,223.7754,337.0471
311.71,224.2563,337.3799
311.856,224.7376,337.7134
312.002,225.2192,338.0477
312.148,225.7011,338.3826
312.294,226.1833,338.7183
312.44,226.6659,339.0547
312.586,227.1487,339.3918
312.732,227.6319,339.7296
312.878,228.1154,340.0682
313.024,228.5991,340.4074
313.17,229.0832,340.7474
313.316,229.5675,341.0881
313.462,230.0522,341.4295
313.608,230.5371,341.7717
313.754,231.0222,342.1145
313.9,231.5077,342.4581
314.046,231.9934,342.8024
314.192,232.4794,343.1474
314.338,232.9656,343.4932
314.484,233.452,343.8396
314.63,233.9387,344.1868
314.776,234.4257,344.5348
314.922,234.9128,344.8834
315.068,235.4002,345.2328
315.214,235.8879,345.5828
315.36,236.3757,345.9337
315.506,236.8637,346.2852
315.652,237.352,346.6375
315.798,237.8404,346.9904
315.944,238.3291,347.3442
316.09,238.8179,347.6986
316.236,239.3069,348.0538
316.382,239.7961,348.4097
316.528,240.2855,348.7663
316.674,240.775,349.1236
316.82,241.2647,349.4817
316.966,241.7546,349.8405
317.112,242.2446,350.2
317.258,242.7348,350.5603
317.404,243.2251,350.9213
317.55,243.7155,351.283
317.696,244.2061,351.6454
317.842,244.6967,352.0086
317.988,245.1875,352.3725
318.134,245.6785,352.7371
318.28,246.1695,353.1025
318.426,246.6606,353.4686
318.572,247.1518,353.8354
318.718,247.6431,354.2029
318.864,248.1345,354.5712
319.01,248.626,354.9402
319.156,249.1175,355.31
319.302,249.6091,355.6804
319.448,250.1008,356.0516
319.594,250.5925,356.4236
319.74,251.0842,356.7962
319.886,251.576,357.1696
320.032,252.0679,357.5437
320.178,252.5597,357.9186
320.324,253.0516,358.2942
320.47,253.5435,358.6705
320.616,254.0354,359.0475
320.762,254.5274,359.4253
320.908,255.0193,359.8038
321.054,255.5112,360.1831
321.2,256.0031,360.563
321.346,256.495,360.9437
321.492,256.9868,361.3252
321.638,257.4786,361.7073
321.784,257.9704,362.0902
321.93,258.4621,362.4738
322.076,258.9538,362.8582
322.222,259.4455,363.2433
322.368,259.937,363.6291
322.514,260.4285,364.0156
322.66,260.9199,364.4029
322.806,261.4112,364.7909
322.952,261.9025,365.1796
323.098,262.3936,365.5691
323.244,262.8846,365.9593
323.39,263.3756,366.3502
323.536,263.8664,366.7419
323.682,264.3571,367.1342
323.828,264.8476,367.5274
323.974,265.338,367.9212
324.12,265.8283,368.3158
324.266,266.3184,368.7111
324.412,266.8084,369.1071
324.558,267.2982,369.5038
324.704,267.7878,369.9013
324.85,268.2773,370.2995
324.996,268.7666,370.6984
325.142,269.2556,371.0981
325.288,269.7445,371.4985
325.434,270.2332,371.8996
325.58,270.7217,372.3014
325.726,271.2099,372.704
325.872,271.6979,373.1073
326.018,272.1857,373.5113
326.164,272.6733,373.916
326.31,273.1606,374.3215
326.456,273.6476,374.7277
326.602,274.1344,375.1346
326.748,274.6209,375.5422
326.894,275.1072,375.9506
327.04,275.5932,376.3597
327.186,276.0788,376.7695
327.332,276.5642,377.18
327.478,277.0493,377.5912
327.624,277.5341,378.0032
327.77,278.0185,378.4159
327.916,278.5027,378.8293
328.062,278.9865,379.2434
328.208,279.4699,379.6582
328.354,279.953,380.0738
328.5,280.4358,380.4901
328.646,280.9182,380.9071
328.792,281.4002,381.3248
328.938,281.8819,381.7432
329.084,282.3632,382.1623
329.23,282.8441,382.5822
329.376,283.3246,383.0027
329.522,283.8046,383.424
329.668,284.2843,383.846
329.814,284.7636,384.2687
329.96,285.2424,384.6921
330.106,285.7208,385.1163
330.252,286.1988,385.5411
330.398,286.6763,385.9667
330.544,287.1533,386.3929
330.69,287.6299,386.8199
330.836,288.106,387.2476
330.982,288.5817,387.6759
331.128,289.0568,388.105
331.274,289.5315,388.5348
331.42,290.0056,388.9653
331.566,290.4793,389.3965
331.712,290.9524,389.8284
331.858,291.425,390.261
332.004,291.8971,390.6943
332.15,292.3686,391.1284
332.296,292.8396,391.5631
332.442,293.3101,391.9985
332.588,293.7799,392.4346
332.734,294.2493,392.8714
332.88,294.718,393.3089
333.026,295.1861,393.7471
333.172,295.6537,394.186
333.318,296.1206,394.6256
333.464,296.587,395.0659
333.61,297.0527,395.5068
333.756,297.5178,395.9485
333.902,297.9823,396.3909
334.048,298.4462,396.8339
334.194,298.9094,397.2776
334.34,299.3719,397.7221
334.486,299.8338,398.1672
334.632,300.295,398.613
334.778,300.7556,399.0594
334.924,301.2154,399.5066
335.07,301.6746,399.9544
335.216,302.133,400.403
335.362,302.5908,400.8522
335.508,303.0478,401.3021
335.654,303.5041,401.7526
335.8,303.9597,402.2039
335.946,304.4146,402.6558
336.092,304.8687,403.1084
336.238,305.322,403.5617
336.384,305.7746,404.0156
336.53,306.2264,404.4702
336.676,306.6775,404.9255
336.822,307.1277,405.3814
336.968,307.5772,405.8381
337.114,308.0259,406.2954
337.26,308.4737,406.7533
337.406,308.9208,407.2119
337.552,309.367,407.6712
337.698,309.8123,408.1312
337.844,310.2569,408.5918
337.99,310.7006,409.053
338.136,311.1434,409.515
338.282,311.5854,409.9775
338.428,312.0265,410.4408
338.574,312.4668,410.9047
338.72,312.9061,411.3692
338.866,313.3445,411.8344
339.012,313.7821,412.3003
339.158,314.2187,412.7668
339.304,314.6545,413.2339
339.45,315.0893,413.7017
339.596,315.5231,414.1701
339.742,315.956,414.6392
339.888,316.388,415.1089
340.034,316.819,415.5793
340.18,317.2491,416.0503
340.326,317.6782,416.522
340.472,318.1063,416.9942
340.618,318.5334,417.4672
340.764,318.9596,417.9407
340.91,319.3847,418.4149
341.056,319.8088,418.8897
341.202,320.2319,419.3651
341.348,320.654,419.8412
341.494,321.075,420.3179
341.64,321.495,420.7952
341.786,321.914,421.2732
341.932,322.3319,421.7517
342.078,322.7487,422.2309
342.224,323.1645,422.7107
342.37,323.5791,423.1912
342.516,323.9927,423.6722
342.662,324.4052,424.1538
342.808,324.8166,424.6361
342.954,325.2269,425.119
343.1,325.6361,425.6025
343.246,326.0442,426.0865
343.392,326.4511,426.5712
343.538,326.8569,427.0565
343.684,327.2615,427.5424
343.83,327.665,428.0289
343.976,328.0673,428.516
344.122,328.4684,429.0037
344.268,328.8684,429.492
344.414,329.2672,429.9809
344.56,329.6648,430.4704
344.706,330.0612,430.9604
344.852,330.4564,431.4511
344.998,330.8504,431.9423
345.144,331.2431,432.4342
345.29,331.6347,432.9266
345.436,332.0249,433.4196
345.582,332.414,433.9131
345.728,332.8018,434.4073
345.874,333.1883,434.902
346.02,333.5736,435.3973
346.166,333.9576,435.8931
346.312,334.3403,436.3896
346.458,334.7218,436.8866
346.604,335.1019,437.3841
346.75,335.4807,437.8823
346.896,335.8583,438.381
347.042,336.2345,438.8802
347.188,336.6094,439.38
347.334,336.983,439.8804
347.48,337.3552,440.3813
347.626,337.7261,440.8828
347.772,338.0956,441.3848
347.918,338.4638,441.8874
348.064,338.8306,442.3905
348.21,339.196,442.8941
348.356,339.5601,443.3983
348.502,339.9227,443.9031
348.648,340.284,444.4084
348.794,340.6439,444.9142
348.94,341.0024,445.4205
349.086,341.3594,445.9274
349.232,341.7151,446.4348
349.378,342.0693,446.9427
349.524,342.422,447.4512
349.67,342.7734,447.9602
349.816,343.1233,448.4697
349.962,343.4717,448.9797
350.108,343.8187,449.4903
350.254,344.1642,450.0013
350.4,344.5082,450.5129
350.546,344.8508,451.025
350.692,345.1918,451.5375
350.838,345.5314,452.0506
350.984,345.8695,452.5642
351.13,346.206,453.0783
351.276,346.5411,453.5929
351.422,346.8746,454.108
351.568,347.2066,454.6236
351.714,347.5371,455.1397
351.86,347.866,455.6562
352.006,348.1934,456.1733
352.152,348.5193,456.6908
352.298,348.8435,457.2089
352.444,349.1663,457.7274
352.59,349.4874,458.2463
352.736,349.807,458.7658
352.882,350.125,459.2857
353.028,350.4414,459.8061
353.174,350.7562,460.327
353.32,351.0694,460.8483
353.466,351.381,461.3701
353.612,351.691,461.8924
353.758,351.9994,462.4151
353.904,352.3061,462.9383
354.05,352.6112,463.4619
354.196,352.9147,463.986
354.342,353.2165,464.5106
354.488,353.5167,465.0355
354.634,353.8153,465.561
354.78,354.1122,466.0868
354.926,354.4074,466.6132
355.072,354.7009,467.1399
355.218,354.9928,467.6671
355.364,355.283,468.1947
355.51,355.5715,468.7227
355.656,355.8583,469.2512
355.802,356.1434,469.7801
355.948,356.4268,470.3094
356.094,356.7086,470.8392
356.24,356.9885,471.3693
356.386,357.2668,471.8999
356.532,357.5434,472.4309
356.678,357.8182,472.9623
356.824,358.0913,473.4941
356.97,358.3626,474.0263
357.116,358.6322,474.5589
357.262,358.9001,475.0919
357.408,359.1662,475.6253
357.554,359.4305,476.1591
357.7,359.6931,476.6933
357.846,359.9539,477.2279
357.992,360.213,477.7628
358.138,360.4702,478.2982
358.284,360.7257,478.8339
358.43,360.9794,479.37
358.576,361.2313,479.9065
358.722,361.4814,480.4433
358.868,361.7296,480.9805
359.014,361.9761,481.5181
359.16,362.2208,482.0561
359.306,362.4637,482.5944
359.452,362.7047,483.1331
359.598,362.9439,483.6721
359.744,363.1813,484.2115
359.89,363.4169,484.7513
360.036,363.6506,485.2913
360.182,363.8824,485.8318
360.328,364.1125,486.3726
360.474,364.3406,486.9137
360.62,364.567,487.4551
360.766,364.7914,487.9969
360.912,365.014,488.539
361.058,365.2348,489.0815
361.204,365.4537,489.6243
361.35,365.6707,490.1674
361.496,365.8858,490.7108
361.642,366.099,491.2545
361.788,366.3104,491.7986
361.934,366.5198,492.343
362.08,366.7274,492.8876
362.226,366.9331,493.4326
362.372,367.1369,493.9779
362.518,367.3387,494.5235
362.664,367.5387,495.0694
362.81,367.7368,495.6156
362.956,367.9329,496.1621
363.102,368.1272,496.7088
363.248,368.3195,497.2559
363.394,368.5099,497.8032
363.54,368.6983,498.3508
363.686,368.8849,498.8987
363.832,369.0695,499.4469
363.978,369.2521,499.9954
364.124,369.4329,500.5441
364.27,369.6117,501.0931
364.416,369.7885,501.6423
364.562,369.9634,502.1918
364.708,370.1364,502.7416
364.854,370.3074,503.2916
365,370.4764,503.8419
