Time,Is,D
147.606,17.0293,210.341
147.752,17.0536,210.3663
147.898,17.078,210.3916
148.044,17.1025,210.417
148.19,17.1271,210.4425
148.336,17.1517,210.4679
148.482,17.1765,210.4934
148.628,17.2013,210.519
148.774,17.2262,210.5445
148.92,17.2512,210.5701
149.066,17.2762,210.5958
149.212,17.3014,210.6215
149.358,17.3266,210.6472
149.504,17.3519,210.673
149.65,17.3773,210.6988
149.796,17.4027,210.7246
149.942,17.4283,210.7505
150.088,17.4539,210.7764
150.234,17.4796,210.8023
150.38,17.5055,210.8283
150.526,17.5313,210.8543
150.672,17.5573,210.8804
150.818,17.5834,210.9065
150.964,17.6095,210.9327
151.11,17.6357,210.9588
151.256,17.662,210.9851
151.402,17.6884,211.0113
151.548,17.7149,211.0376
151.694,17.7415,211.064
151.84,17.7681,211.0903
151.986,17.7949,211.1168
152.132,17.8217,211.1432
152.278,17.8486,211.1697
152.424,17.8756,211.1962
152.57,17.9027,211.2228
152.716,17.9298,211.2494
152.862,17.9571,211.2761
153.008,17.9844,211.3028
153.154,18.0119,211.3295
153.3,18.0394,211.3563
153.446,18.067,211.3831
153.592,18.0947,211.41
153.738,18.1225,211.4369
153.884,18.1504,211.4638
154.03,18.1784,211.4908
154.176,18.2064,211.5179
154.322,18.2346,211.5449
154.468,18.2628,211.572
154.614,18.2911,211.5992
154.76,18.3195,211.6264
154.906,18.348,211.6536
155.052,18.3766,211.6809
155.198,18.4053,211.7082
155.344,18.4341,211.7356
155.49,18.463,211.763
155.636,18.492,211.7905
155.782,18.521,211.8179
155.928,18.5502,211.8455
156.074,18.5794,211.8731
156.22,18.6088,211.9007
156.366,18.6382,211.9284
156.512,18.6677,211.9561
156.658,18.6973,211.9838
156.804,18.727,212.0116
156.95,18.7569,212.0395
157.096,18.7868,212.0674
157.242,18.8168,212.0953
157.388,18.8468,212.1233
157.534,18.877,212.1513
157.68,18.9073,212.1794
157.826,18.9377,212.2075
157.972,18.9682,212.2356
158.118,18.9988,212.2638
158.264,19.0294,212.2921
158.41,19.0602,212.3204
158.556,19.0911,212.3487
158.702,19.122,212.3771
158.848,19.1531,212.4055
158.994,19.1842,212.434
159.14,19.2155,212.4625
159.286,19.2468,212.4911
159.432,19.2783,212.5197
159.578,19.3099,212.5484
159.724,19.3415,212.5771
159.87,19.3733,212.6059
160.016,19.4051,212.6347
160.162,19.4371,212.6635
160.308,19.4691,212.6924
160.454,19.5013,212.7214
160.6,19.5335,212.7504
160.746,19.5659,212.7794
160.892,19.5983,212.8085
161.038,19.6309,212.8376
161.184,19.6636,212.8668
161.33,19.6963,212.8961
161.476,19.7292,212.9254
161.622,19.7622,212.9547
161.768,19.7953,212.9841
161.914,19.8284,213.0135
162.06,19.8617,213.043
162.206,19.8951,213.0725
162.352,19.9286,213.1021
162.498,19.9622,213.1317
162.644,19.9959,213.1614
162.79,20.0297,213.1912
162.936,20.0636,213.2209
163.082,20.0977,213.2508
163.228,20.1318,213.2806
163.374,20.166,213.3106
163.52,20.2004,213.3406
163.666,20.2348,213.3706
163.812,20.2694,213.4007
163.958,20.304,213.4308
164.104,20.3388,213.461
164.25,20.3737,213.4913
164.396,20.4087,213.5216
164.542,20.4438,213.5519
164.688,20.479,213.5823
164.834,20.5143,213.6128
164.98,20.5498,213.6433
165.126,20.5853,213.6738
165.272,20.621,213.7044
165.418,20.6567,213.7351
165.564,20.6926,213.7658
165.71,20.7286,213.7966
165.856,20.7647,213.8274
166.002,20.8009,213.8583
166.148,20.8372,213.8892
166.294,20.8737,213.9202
166.44,20.9102,213.9512
166.586,20.9469,213.9823
166.732,20.9836,214.0135
166.878,21.0205,214.0447
167.024,21.0575,214.0759
167.17,21.0947,214.1072
167.316,21.1319,214.1386
167.462,21.1693,214.17
167.608,21.2067,214.2015
167.754,21.2443,214.233
167.9,21.282,214.2646
168.046,21.3198,214.2963
168.192,21.3578,214.328
168.338,21.3958,214.3597
168.484,21.434,214.3915
168.63,21.4723,214.4234
168.776,21.5107,214.4554
168.922,21.5492,214.4873
169.068,21.5879,214.5194
169.214,21.6267,214.5515
169.36,21.6656,214.5836
169.506,21.7046,214.6159
169.652,21.7437,214.6481
169.798,21.783,214.6805
169.944,21.8223,214.7129
170.09,21.8618,214.7453
170.236,21.9014,214.7778
170.382,21.9412,214.8104
170.528,21.981,214.843
170.674,22.021,214.8757
170.82,22.0611,214.9084
170.966,22.1014,214.9412
171.112,22.1417,214.9741
171.258,22.1822,215.007
171.404,22.2228,215.04
171.55,22.2636,215.0731
171.696,22.3044,215.1062
171.842,22.3454,215.1393
171.988,22.3865,215.1726
172.134,22.4278,215.2059
172.28,22.4691,215.2392
172.426,22.5106,215.2726
172.572,22.5523,215.3061
172.718,22.594,215.3396
172.864,22.6359,215.3732
173.01,22.6779,215.4069
173.156,22.7201,215.4406
173.302,22.7623,215.4744
173.448,22.8047,215.5082
173.594,22.8473,215.5422
173.74,22.8899,215.5761
173.886,22.9327,215.6102
174.032,22.9756,215.6443
174.178,23.0187,215.6784
174.324,23.0619,215.7127
174.47,23.1052,215.747
174.616,23.1487,215.7813
174.762,23.1923,215.8157
174.908,23.236,215.8502
175.054,23.2799,215.8848
175.2,23.3238,215.9194
175.346,23.368,215.9541
175.492,23.4122,215.9888
175.638,23.4567,216.0237
175.784,23.5012,216.0585
175.93,23.5459,216.0935
176.076,23.5907,216.1285
176.222,23.6356,216.1636
176.368,23.6807,216.1987
176.514,23.726,216.2339
176.66,23.7713,216.2692
176.806,23.8168,216.3046
176.952,23.8625,216.34
177.098,23.9083,216.3755
177.244,23.9542,216.411
177.39,24.0003,216.4467
177.536,24.0465,216.4823
177.682,24.0928,216.5181
177.828,24.1393,216.5539
177.974,24.186,216.5898
178.12,24.2328,216.6258
178.266,24.2797,216.6618
178.412,24.3268,216.6979
178.558,24.374,216.7341
178.704,24.4213,216.7704
178.85,24.4688,216.8067
178.996,24.5165,216.8431
179.142,24.5643,216.8795
179.288,24.6122,216.9161
179.434,24.6603,216.9527
179.58,24.7086,216.9893
179.726,24.757,217.0261
179.872,24.8055,217.0629
180.018,24.8542,217.0998
180.164,24.903,217.1367
180.31,24.952,217.1738
180.456,25.0011,217.2109
180.602,25.0504,217.2481
180.748,25.0999,217.2853
180.894,25.1494,217.3226
181.04,25.1992,217.36
181.186,25.2491,217.3975
181.332,25.2991,217.4351
181.478,25.3493,217.4727
181.624,25.3997,217.5104
181.77,25.4502,217.5482
181.916,25.5009,217.586
182.062,25.5517,217.6239
182.208,25.6026,217.6619
182.354,25.6538,217.7
182.5,25.7051,217.7382
182.646,25.7565,217.7764
182.792,25.8081,217.8147
182.938,25.8599,217.8531
183.084,25.9118,217.8915
183.23,25.9639,217.9301
183.376,26.0161,217.9687
183.522,26.0685,218.0074
183.668,26.121,218.0461
183.814,26.1738,218.085
183.96,26.2266,218.1239
184.106,26.2797,218.1629
184.252,26.3329,218.202
184.398,26.3863,218.2411
184.544,26.4398,218.2804
184.69,26.4935,218.3197
184.836,26.5473,218.3591
184.982,26.6014,218.3986
185.128,26.6555,218.4382
185.274,26.7099,218.4778
185.42,26.7644,218.5175
185.566,26.8191,218.5573
185.712,26.874,218.5972
185.858,26.929,218.6372
186.004,26.9842,218.6772
186.15,27.0395,218.7173
186.296,27.0951,218.7576
186.442,27.1508,218.7979
186.588,27.2066,218.8382
186.734,27.2627,218.8787
186.88,27.3189,218.9192
187.026,27.3753,218.9599
187.172,27.4318,219.0006
187.318,27.4885,219.0414
187.464,27.5454,219.0823
187.61,27.6025,219.1232
187.756,27.6598,219.1643
187.902,27.7172,219.2054
188.048,27.7748,219.2466
188.194,27.8326,219.2879
188.34,27.8905,219.3293
188.486,27.9486,219.3708
188.632,28.0069,219.4124
188.778,28.0654,219.454
188.924,28.1241,219.4958
189.07,28.1829,219.5376
189.216,28.242,219.5795
189.362,28.3012,219.6215
189.508,28.3606,219.6636
189.654,28.4201,219.7058
189.8,28.4799,219.748
189.946,28.5398,219.7904
190.092,28.5999,219.8328
190.238,28.6602,219.8754
190.384,28.7207,219.918
190.53,28.7814,219.9607
190.676,28.8422,220.0035
190.822,28.9032,220.0464
190.968,28.9645,220.0894
191.114,29.0259,220.1325
191.26,29.0875,220.1757
191.406,29.1493,220.2189
191.552,29.2112,220.2623
191.698,29.2734,220.3057
191.844,29.3357,220.3492
191.99,29.3983,220.3929
192.136,29.461,220.4366
192.282,29.5239,220.4804
192.428,29.5871,220.5243
192.574,29.6504,220.5683
192.72,29.7139,220.6124
192.866,29.7776,220.6566
193.012,29.8415,220.7009
193.158,29.9056,220.7453
193.304,29.9698,220.7898
193.45,30.0343,220.8343
193.596,30.099,220.879
193.742,30.1639,220.9238
193.888,30.2289,220.9686
194.034,30.2942,221.0136
194.18,30.3597,221.0586
194.326,30.4253,221.1038
194.472,30.4912,221.149
194.618,30.5573,221.1944
194.764,30.6235,221.2398
194.91,30.69,221.2854
195.056,30.7567,221.331
195.202,30.8236,221.3768
195.348,30.8906,221.4226
195.494,30.9579,221.4686
195.64,31.0254,221.5146
195.786,31.0931,221.5607
195.932,31.161,221.607
196.078,31.2291,221.6533
196.224,31.2975,221.6998
196.37,31.366,221.7463
196.516,31.4347,221.793
196.662,31.5037,221.8397
196.808,31.5728,221.8866
196.954,31.6422,221.9335
197.1,31.7118,221.9806
197.246,31.7816,222.0278
197.392,31.8516,222.075
197.538,31.9218,222.1224
197.684,31.9922,222.1699
197.83,32.0628,222.2175
197.976,32.1337,222.2652
198.122,32.2048,222.313
198.268,32.2761,222.3609
198.414,32.3476,222.4089
198.56,32.4193,222.457
198.706,32.4912,222.5052
198.852,32.5634,222.5535
198.998,32.6358,222.6019
199.144,32.7084,222.6505
199.29,32.7812,222.6991
199.436,32.8543,222.7479
199.582,32.9275,222.7968
199.728,33.001,222.8457
199.874,33.0747,222.8948
200.02,33.1487,222.944
200.166,33.2229,222.9933
200.312,33.2972,223.0427
200.458,33.3719,223.0922
200.604,33.4467,223.1419
200.75,33.5218,223.1916
200.896,33.5971,223.2415
201.042,33.6726,223.2914
201.188,33.7484,223.3415
201.334,33.8244,223.3917
201.48,33.9006,223.442
201.626,33.977,223.4925
201.772,34.0537,223.543
201.918,34.1306,223.5936
202.064,34.2078,223.6444
202.21,34.2852,223.6953
202.356,34.3628,223.7463
202.502,34.4407,223.7974
202.648,34.5188,223.8486
202.794,34.5971,223.9
202.94,34.6757,223.9514
203.086,34.7545,224.003
203.232,34.8335,224.0547
203.378,34.9128,224.1065
203.524,34.9924,224.1584
203.67,35.0721,224.2105
203.816,35.1522,224.2626
203.962,35.2324,224.3149
204.108,35.3129,224.3673
204.254,35.3937,224.4198
204.4,35.4747,224.4725
204.546,35.5559,224.5252
204.692,35.6374,224.5781
204.838,35.7191,224.6311
204.984,35.8011,224.6843
205.13,35.8834,224.7375
205.276,35.9658,224.7909
205.422,36.0486,224.8444
205.568,36.1316,224.898
205.714,36.2148,224.9517
205.86,36.2983,225.0056
206.006,36.382,225.0596
206.152,36.466,225.1137
206.298,36.5503,225.1679
206.444,36.6348,225.2223
206.59,36.7196,225.2768
206.736,36.8046,225.3314
206.882,36.8899,225.3862
207.028,36.9754,225.441
207.174,37.0612,225.496
207.32,37.1473,225.5511
207.466,37.2336,225.6064
207.612,37.3202,225.6618
207.758,37.407,225.7173
207.904,37.4941,225.7729
208.05,37.5815,225.8287
208.196,37.6692,225.8846
208.342,37.7571,225.9406
208.488,37.8452,225.9968
208.634,37.9337,226.0531
208.78,38.0224,226.1095
208.926,38.1114,226.1661
209.072,38.2006,226.2227
209.218,38.2901,226.2796
209.364,38.3799,226.3365
209.51,38.47,226.3936
209.656,38.5603,226.4508
209.802,38.6509,226.5082
209.948,38.7418,226.5657
210.094,38.833,226.6233
210.24,38.9244,226.681
210.386,39.0161,226.7389
210.532,39.1081,226.797
210.678,39.2004,226.8551
210.824,39.2929,226.9135
210.97,39.3858,226.9719
211.116,39.4789,227.0305
211.262,39.5723,227.0892
211.408,39.6659,227.1481
211.554,39.7599,227.2071
211.7,39.8541,227.2662
211.846,39.9487,227.3255
211.992,40.0435,227.3849
212.138,40.1386,227.4445
212.284,40.234,227.5042
212.43,40.3297,227.564
212.576,40.4256,227.624
212.722,40.5219,227.6841
212.868,40.6184,227.7444
213.014,40.7153,227.8048
213.16,40.8124,227.8654
213.306,40.9098,227.9261
213.452,41.0076,227.9869
213.598,41.1056,228.0479
213.744,41.2039,228.1091
213.89,41.3025,228.1704
214.036,41.4014,228.2318
214.182,41.5006,228.2934
214.328,41.6002,228.3551
214.474,41.7,228.417
214.62,41.8001,228.479
214.766,41.9005,228.5412
214.912,42.0012,228.6035
215.058,42.1023,228.666
215.204,42.2036,228.7286
215.35,42.3052,228.7914
215.496,42.4072,228.8543
215.642,42.5094,228.9174
215.788,42.612,228.9806
215.934,42.7148,229.044
216.08,42.818,229.1075
216.226,42.9215,229.1712
216.372,43.0253,229.2351
216.518,43.1294,229.2991
216.664,43.2339,229.3632
216.81,43.3386,229.4275
216.956,43.4437,229.492
217.102,43.5491,229.5566
217.248,43.6548,229.6214
217.394,43.7608,229.6863
217.54,43.8671,229.7514
217.686,43.9738,229.8167
217.832,44.0807,229.8821
217.978,44.188,229.9477
218.124,44.2957,230.0134
218.27,44.4036,230.0793
218.416,44.5119,230.1453
218.562,44.6205,230.2115
218.708,44.7294,230.2779
218.854,44.8387,230.3444
219,44.9483,230.4111
219.146,45.0582,230.478
219.292,45.1684,230.545
219.438,45.279,230.6122
219.584,45.3899,230.6796
219.73,45.5011,230.7471
219.876,45.6127,230.8148
220.022,45.7246,230.8826
220.168,45.8369,230.9506
220.314,45.9495,231.0188
220.46,46.0624,231.0872
220.606,46.1757,231.1557
220.752,46.2893,231.2244
220.898,46.4032,231.2932
221.044,46.5175,231.3622
221.19,46.6321,231.4314
221.336,46.7471,231.5008
221.482,46.8624,231.5703
221.628,46.9781,231.64
221.774,47.0941,231.7099
221.92,47.2105,231.78
222.066,47.3272,231.8502
222.212,47.4443,231.9206
222.358,47.5617,231.9912
222.504,47.6795,232.0619
222.65,47.7976,232.1328
222.796,47.9161,232.2039
222.942,48.0349,232.2752
223.088,48.1541,232.3467
223.234,48.2736,232.4183
223.38,48.3935,232.4901
223.526,48.5138,232.5621
223.672,48.6344,232.6343
223.818,48.7554,232.7066
223.964,48.8767,232.7791
224.11,48.9985,232.8518
224.256,49.1205,232.9247
224.402,49.243,232.9978
224.548,49.3658,233.071
224.694,49.489,233.1445
224.84,49.6125,233.2181
224.986,49.7364,233.2919
225.132,49.8607,233.3659
225.278,49.9853,233.44
225.424,50.1104,233.5144
225.57,50.2358,233.5889
225.716,50.3615,233.6636
225.862,50.4877,233.7386
226.008,50.6142,233.8137
226.154,50.7411,233.889
226.3,50.8684,233.9644
226.446,50.9961,234.0401
226.592,51.1241,234.116
226.738,51.2525,234.192
226.884,51.3814,234.2682
227.03,51.5105,234.3447
227.176,51.6401,234.4213
227.322,51.7701,234.4981
227.468,51.9004,234.5751
227.614,52.0312,234.6523
227.76,52.1623,234.7297
227.906,52.2938,234.8073
228.052,52.4257,234.8851
228.198,52.558,234.9631
228.344,52.6907,235.0413
228.49,52.8238,235.1197
228.636,52.9573,235.1982
228.782,53.0912,235.277
228.928,53.2255,235.356
229.074,53.3602,235.4352
229.22,53.4953,235.5145
229.366,53.6308,235.5941
229.512,53.7666,235.6739
229.658,53.9029,235.7539
229.804,54.0396,235.8341
229.95,54.1767,235.9144
230.096,54.3142,235.995
230.242,54.4522,236.0758
230.388,54.5905,236.1568
230.534,54.7292,236.238
230.68,54.8684,236.3194
230.826,55.0079,236.4011
230.972,55.1479,236.4829
231.118,55.2883,236.5649
231.264,55.4291,236.6472
231.41,55.5703,236.7296
231.556,55.7119,236.8123
231.702,55.854,236.8952
231.848,55.9965,236.9782
231.994,56.1394,237.0615
232.14,56.2827,237.1451
232.286,56.4264,237.2288
232.432,56.5706,237.3127
232.578,56.7152,237.3969
232.724,56.8602,237.4812
232.87,57.0057,237.5658
233.016,57.1515,237.6506
233.162,57.2979,237.7356
233.308,57.4446,237.8209
233.454,57.5918,237.9063
233.6,57.7394,237.992
233.746,57.8874,238.0779
233.892,58.0359,238.164
234.038,58.1848,238.2503
234.184,58.3342,238.3369
234.33,58.4839,238.4237
234.476,58.6342,238.5107
234.622,58.7849,238.5979
234.768,58.936,238.6853
234.914,59.0875,238.773
235.06,59.2395,238.8609
235.206,59.392,238.949
235.352,59.5449,239.0374
235.498,59.6982,239.1259
235.644,59.852,239.2148
235.79,60.0063,239.3038
235.936,60.161,239.3931
236.082,60.3162,239.4825
236.228,60.4718,239.5723
236.374,60.6278,239.6622
236.52,60.7844,239.7524
236.666,60.9413,239.8428
236.812,61.0988,239.9335
236.958,61.2567,240.0244
237.104,61.415,240.1155
237.25,61.5739,240.2069
237.396,61.7332,240.2985
237.542,61.8929,240.3903
237.688,62.0531,240.4824
237.834,62.2138,240.5747
237.98,62.375,240.6672
238.126,62.5366,240.76
238.272,62.6987,240.853
238.418,62.8613,240.9463
238.564,63.0243,241.0398
238.71,63.1879,241.1336
238.856,63.3519,241.2276
239.002,63.5163,241.3218
239.148,63.6813,241.4163
239.294,63.8467,241.511
239.44,64.0126,241.606
239.586,64.179,241.7012
239.732,64.3459,241.7967
239.878,64.5133,241.8924
240.024,64.6811,241.9884
240.17,64.8494,242.0846
240.316,65.0183,242.1811
240.462,65.1876,242.2778
240.608,65.3574,242.3748
240.754,65.5277,242.472
240.9,65.6985,242.5695
241.046,65.8697,242.6672
241.192,66.0415,242.7652
241.338,66.2138,242.8634
241.484,66.3866,242.9619
241.63,66.5598,243.0607
241.776,66.7336,243.1597
241.922,66.9079,243.259
242.068,67.0827,243.3585
242.214,67.2579,243.4583
242.36,67.4337,243.5584
242.506,67.61,243.6587
242.652,67.7868,243.7593
242.798,67.9641,243.8601
242.944,68.1419,243.9612
243.09,68.3203,244.0626
243.236,68.4991,244.1642
243.382,68.6784,244.2661
243.528,68.8583,244.3683
243.674,69.0387,244.4707
243.82,69.2196,244.5734
243.966,69.401,244.6764
244.112,69.583,244.7796
244.258,69.7654,244.8831
244.404,69.9484,244.9869
244.55,70.1319,245.091
244.696,70.3159,245.1953
244.842,70.5005,245.2999
244.988,70.6856,245.4048
245.134,70.8712,245.5099
245.28,71.0573,245.6154
245.426,71.244,245.7211
245.572,71.4312,245.8271
245.718,71.619,245.9333
245.864,71.8072,246.0399
246.01,71.996,246.1467
246.156,72.1854,246.2538
246.302,72.3753,246.3612
246.448,72.5657,246.4688
246.594,72.7567,246.5768
246.74,72.9482,246.685
246.886,73.1402,246.7935
247.032,73.3328,246.9023
247.178,73.526,247.0114
247.324,73.7197,247.1208
247.47,73.9139,247.2305
247.616,74.1087,247.3404
247.762,74.304,247.4507
247.908,74.4999,247.5612
248.054,74.6964,247.672
248.2,74.8934,247.7832
248.346,75.0909,247.8946
248.492,75.289,248.0063
248.638,75.4877,248.1183
248.784,75.6869,248.2306
248.93,75.8867,248.3432
249.076,76.0871,248.4561
249.222,76.288,248.5692
249.368,76.4895,248.6827
249.514,76.6915,248.7965
249.66,76.8941,248.9106
249.806,77.0973,249.025
249.952,77.3011,249.1397
250.098,77.5054,249.2547
250.244,77.7103,249.37
250.39,77.9157,249.4856
250.536,78.1218,249.6015
250.682,78.3284,249.7177
250.828,78.5356,249.8342
250.974,78.7434,249.9511
251.12,78.9517,250.0682
251.266,79.1607,250.1857
251.412,79.3702,250.3034
251.558,79.5803,250.4215
251.704,79.791,250.5399
251.85,80.0022,250.6586
251.996,80.2141,250.7776
252.142,80.4265,250.8969
252.288,80.6395,251.0166
252.434,80.8532,251.1365
252.58,81.0674,251.2568
252.726,81.2822,251.3774
252.872,81.4976,251.4983
253.018,81.7136,251.6196
253.164,81.9302,251.7411
253.31,82.1474,251.863
253.456,82.3652,251.9852
253.602,82.5836,252.1077
253.748,82.8025,252.2306
253.894,83.0221,252.3538
254.04,83.2423,252.4773
254.186,83.4631,252.6011
254.332,83.6846,252.7253
254.478,83.9066,252.8498
254.624,84.1292,252.9746
254.77,84.3524,253.0997
254.916,84.5763,253.2252
255.062,84.8008,253.351
255.208,85.0258,253.4772
255.354,85.2515,253.6037
255.5,85.4778,253.7305
255.646,85.7047,253.8577
255.792,85.9323,253.9852
255.938,86.1605,254.113
256.084,86.3892,254.2412
256.23,86.6186,254.3697
256.376,86.8487,254.4985
256.522,87.0793,254.6277
256.668,87.3106,254.7573
256.814,87.5425,254.8872
256.96,87.775,255.0174
257.106,88.0082,255.148
257.252,88.242,255.2789
257.398,88.4764,255.4102
257.544,88.7115,255.5418
257.69,88.9472,255.6738
257.836,89.1835,255.8061
257.982,89.4205,255.9388
258.128,89.6581,256.0718
258.274,89.8963,256.2052
258.42,90.1352,256.3389
258.566,90.3747,256.473
258.712,90.6149,256.6074
258.858,90.8557,256.7422
259.004,91.0971,256.8774
259.15,91.3392,257.0129
259.296,91.582,257.1488
259.442,91.8253,257.285
259.588,92.0694,257.4216
259.734,92.3141,257.5586
259.88,92.5594,257.6959
260.026,92.8054,257.8336
260.172,93.0521,257.9717
260.318,93.2994,258.1101
260.464,93.5473,258.2489
260.61,93.7959,258.3881
260.756,94.0452,258.5276
260.902,94.2951,258.6675
261.048,94.5457,258.8078
261.194,94.797,258.9484
261.34,95.0489,259.0895
261.486,95.3015,259.2309
261.632,95.5547,259.3726
261.778,95.8086,259.5148
261.924,96.0632,259.6573
262.07,96.3184,259.8002
262.216,96.5744,259.9435
262.362,96.8309,260.0872
262.508,97.0882,260.2312
262.654,97.3461,260.3757
262.8,97.6047,260.5205
262.946,97.864,260.6657
263.092,98.124,260.8113
263.238,98.3846,260.9572
263.384,98.6459,261.1036
263.53,98.9079,261.2503
263.676,99.1705,261.3975
263.822,99.4339,261.545
263.968,99.6979,261.6929
264.114,99.9626,261.8412
264.26,100.228,261.9899
264.406,100.4941,262.1391
264.552,100.7609,262.2885
264.698,101.0283,262.4384
264.844,101.2964,262.5887
264.99,101.5653,262.7394
265.136,101.8348,262.8905
265.282,102.105,263.042
265.428,102.3759,263.1939
265.574,102.6475,263.3462
265.72,102.9198,263.4989
265.866,103.1928,263.652
266.012,103.4664,263.8055
266.158,103.7408,263.9594
266.304,104.0159,264.1138
266.45,104.2916,264.2685
266.596,104.5681,264.4237
266.742,104.8453,264.5792
266.888,105.1232,264.7352
267.034,105.4017,264.8916
267.18,105.681,265.0484
267.326,105.961,265.2056
267.472,106.2417,265.3632
267.618,106.5231,265.5213
267.764,106.8052,265.6797
267.91,107.088,265.8386
268.056,107.3715,265.9979
268.202,107.6557,266.1577
268.348,107.9407,266.3178
268.494,108.2263,266.4784
268.64,108.5127,266.6394
268.786,108.7997,266.8008
268.932,109.0875,266.9627
269.078,109.376,267.1249
269.224,109.6652,267.2877
269.37,109.9552,267.4508
269.516,110.2458,267.6144
269.662,110.5372,267.7784
269.808,110.8293,267.9428
269.954,111.1221,268.1077
270.1,111.4156,268.273
270.246,111.7099,268.4387
270.392,112.0048,268.6049
270.538,112.3005,268.7715
270.684,112.597,268.9386
270.83,112.8941,269.1061
270.976,113.192,269.274
271.122,113.4906,269.4424
271.268,113.7899,269.6113
271.414,114.0899,269.7805
271.56,114.3907,269.9503
271.706,114.6922,270.1204
271.852,114.9944,270.291
271.998,115.2974,270.4621
272.144,115.6011,270.6336
272.29,115.9055,270.8056
272.436,116.2107,270.978
272.582,116.5166,271.1509
272.728,116.8232,271.3242
272.874,117.1306,271.498
273.02,117.4387,271.6723
273.166,117.7475,271.847
273.312,118.0571,272.0221
273.458,118.3674,272.1978
273.604,118.6784,272.3738
273.75,118.9902,272.5504
273.896,119.3027,272.7274
274.042,119.6159,272.9049
274.188,119.9299,273.0828
274.334,120.2447,273.2612
274.48,120.5601,273.4401
274.626,120.8764,273.6194
274.772,121.1933,273.7993
274.918,121.511,273.9796
275.064,121.8295,274.1603
275.21,122.1487,274.3415
275.356,122.4686,274.5233
275.502,122.7893,274.7054
275.648,123.1107,274.8881
275.794,123.4328,275.0712
275.94,123.7558,275.2549
276.086,124.0794,275.439
276.232,124.4038,275.6235
276.378,124.729,275.8086
276.524,125.0549,275.9942
276.67,125.3815,276.1802
276.816,125.7089,276.3667
276.962,126.0371,276.5537
277.108,126.3659,276.7412
277.254,126.6956,276.9292
277.4,127.026,277.1177
277.546,127.3571,277.3066
277.692,127.689,277.4961
277.838,128.0217,277.686
277.984,128.3551,277.8765
278.13,128.6892,278.0674
278.276,129.0241,278.2588
278.422,129.3597,278.4508
278.568,129.6961,278.6432
278.714,130.0333,278.8362
278.86,130.3712,279.0296
279.006,130.7099,279.2235
279.152,131.0493,279.418
279.298,131.3894,279.6129
279.444,131.7304,279.8084
279.59,132.072,280.0043
279.736,132.4145,280.2008
279.882,132.7576,280.3978
280.028,133.1016,280.5953
280.174,133.4463,280.7933
280.32,133.7917,280.9918
280.466,134.1379,281.1908
280.612,134.4848,281.3903
280.758,134.8326,281.5904
280.904,135.181,281.791
281.05,135.5302,281.9921
281.196,135.8802,282.1937
281.342,136.2309,282.3958
281.488,136.5824,282.5985
281.634,136.9346,282.8016
281.78,137.2876,283.0053
281.926,137.6414,283.2096
282.072,137.9959,283.4143
282.218,138.3511,283.6196
282.364,138.7071,283.8254
282.51,139.0639,284.0317
282.656,139.4214,284.2386
282.802,139.7797,284.446
282.948,140.1387,284.6539
283.094,140.4985,284.8624
283.24,140.859,285.0714
283.386,141.2203,285.2809
283.532,141.5823,285.491
283.678,141.9451,285.7016
283.824,142.3087,285.9128
283.97,142.673,286.1245
284.116,143.038,286.3367
284.262,143.4038,286.5495
284.408,143.7704,286.7628
284.554,144.1377,286.9767
284.7,144.5058,287.1911
284.846,144.8746,287.4061
284.992,145.2441,287.6216
285.138,145.6145,287.8376
285.284,145.9855,288.0542
285.43,146.3573,288.2714
285.576,146.7299,288.4891
285.722,147.1032,288.7074
285.868,147.4773,288.9262
286.014,147.8521,289.1456
286.16,148.2276,289.3655
286.306,148.6039,289.586
286.452,148.981,289.8071
286.598,149.3588,290.0287
286.744,149.7373,290.2509
286.89,150.1166,290.4736
287.036,150.4966,290.6969
287.182,150.8774,290.9208
287.328,151.2589,291.1452
287.474,151.6412,291.3702
287.62,152.0242,291.5958
287.766,152.4079,291.8219
287.912,152.7924,292.0486
288.058,153.1776,292.2759
288.204,153.5636,292.5038
288.35,153.9503,292.7322
288.496,154.3377,292.9612
288.642,154.7259,293.1908
288.788,155.1148,293.421
288.934,155.5045,293.6517
289.08,155.8949,293.883
289.226,156.286,294.1149
289.372,156.6778,294.3474
289.518,157.0704,294.5804
289.664,157.4637,294.8141
289.81,157.8578,295.0483
289.956,158.2526,295.2831
290.102,158.6481,295.5185
290.248,159.0443,295.7545
290.394,159.4413,295.9911
290.54,159.8389,296.2283
290.686,160.2374,296.4661
290.832,160.6365,296.7044
290.978,161.0363,296.9434
291.124,161.4369,297.1829
291.27,161.8382,297.423
291.416,162.2402,297.6638
291.562,162.643,297.9051
291.708,163.0464,298.147
291.854,163.4506,298.3896
292,163.8555,298.6327
292.146,164.2611,298.8764
292.292,164.6674,299.1208
292.438,165.0744,299.3657
292.584,165.4821,299.6113
292.73,165.8906,299.8574
292.876,166.2997,300.1042
293.022,166.7096,300.3515
293.168,167.1201,300.5995
293.314,167.5314,300.8481
293.46,167.9434,301.0973
293.606,168.356,301.3471
293.752,168.7694,301.5976
293.898,169.1834,301.8486
294.044,169.5982,302.1003
294.19,170.0136,302.3525
294.336,170.4298,302.6054
294.482,170.8466,302.8589
294.628,171.2641,303.1131
294.774,171.6823,303.3678
294.92,172.1012,303.6232
295.066,172.5208,303.8792
295.212,172.9411,304.1358
295.358,173.362,304.393
295.504,173.7837,304.6509
