,time,s,e,i_s,i_a,r,d,v,x_vac,y_inc,x_zero,u_V
0,0.0,0.463606047429367,0.00067033141949518,9.2831419494873e-05,0.00120986141949523,0.532520195419495,0.00190074141949524,0.0,0.0,0.12258164,0.0,-0.000948909727937513
1,0.264,0.464350804087056,0.000676643677610118,9.47687398834067e-05,0.00118747676791916,0.531789248070187,0.0019009935942657,6.49218657069995e-08,1.5079045598675e-07,0.122585868867436,0.0,-0.000949359752911749
2,0.528,0.465095056725919,0.000682129671619215,9.66957214455212e-05,0.00116632315008445,0.531058459386163,0.00190125078769668,8.45435357983117e-08,1.93011207684128e-07,0.122590134776216,0.0,-0.000949411185434961
3,0.7919999999999999,0.46583872269109,0.000686864651939524,9.86078762525942e-05,0.00114631235027911,0.530327881460247,0.00190151312138323,9.78475105840841e-08,2.2168082486971e-07,0.122594432774083,0.0,-0.000949434307479146
4,1.056,0.466581767266291,0.000690917352217665,0.000100501131448053,0.0011273630364916,0.529597562332092,0.00190178056492007,1.08316415488403e-07,2.4425837620973e-07,0.122598758361134,0.0,-0.000949447825904794
5,1.32,0.467324160519792,0.000694350646659418,0.000102371907278379,0.00110940031149152,0.528867546422415,0.00190205306415481,1.17128196235536e-07,2.63274164406658e-07,0.122603107450686,0.0,-0.000949456817204234
6,1.5839999999999999,0.468065875445222,0.000697222049751572,0.000104217082512999,0.00109235519665352,0.528137874833516,0.00190233055464325,1.24837699614951e-07,2.79920969501616e-07,0.122607476334021,0.0,-0.000949463278087689
7,1.848,0.468806887399332,0.000699584164829646,0.000106033952682115,0.0010761641484416,0.527408585615666,0.00190261296399245,1.31755056524762e-07,2.9486549058714e-07,0.12261186164814,0.0,-0.00094946816641222
8,2.112,0.4695471738038,0.000701485094584227,0.000107820190936445,0.00106076861389892,0.526679714010701,0.00190290021303943,1.38073040488516e-07,3.08522056392989e-07,0.122616260346214,0.0,-0.000949472003652089
9,2.376,0.470286713934668,0.000702968817494508,0.000109573812192041,0.00104611462278468,0.5259512926755,0.00190319221682834,1.43920533192243e-07,3.21167600739651e-07,0.122620669670504,0.0,-0.000949475099949999
10,2.64,0.471025488752138,0.000704075533077076,0.000111293140369233,0.00103215241340956,0.525223351887107,0.00190348888548554,1.49388414213703e-07,3.32997342887605e-07,0.122625087127551,0.0,-0.000949477652251697
11,2.9040000000000004,0.471763480754157,0.000704841978526321,0.000112976778474299,0.00101883608938926,0.524495919731015,0.0019037901250096,1.54543428908775e-07,3.44154611986773e-07,0.122629510465443,0.0,-0.000949479792113662
12,3.1679999999999997,0.472500673846656,0.000705301719104016,0.000114623581286047,0.00100612330475885,0.52376902227401,0.0019040958379844,1.59436199856866e-07,3.54748075447897e-07,0.122633937652981,0.0,-0.000949481611027986
13,3.432,0.473237053226817,0.000705485414441168,0.000116232630428302,0.000993974975100273,0.523042683722855,0.00190440592422199,1.64106135837267e-07,3.64862294867953e-07,0.122638366860606,0.0,-0.000949483174751312
