,time,s,e,i_s,i_a,r,d,v,x_vac,y_inc,x_zero,u_V
0,0.0,0.463606047453747,0.000670331443874989,9.28314438750542e-05,0.00120986144387498,0.532520195443875,0.00190074144387493,0.0,0.0,0.12258164,0.0,-0.000549459804623481
1,0.12000000000000001,0.46394123231867,0.000673305594273267,9.37132238372801e-05,0.00119953100031028,0.532187928833777,0.00190085550673531,3.43337778552438e-06,7.4020010893392e-06,0.122583557448842,0.0,-0.000595330470442806
2,0.24000000000000002,0.464278859221479,0.000676100080468486,9.45933017367192e-05,0.00118946507693983,0.531855688852842,0.00190097049489042,4.32295588224588e-06,9.32050196695351e-06,0.122585483130068,0.0,-0.000600464384079145
3,0.36,0.464616657175655,0.000678722653544732,9.54713312772334e-05,0.00117965494286748,0.531523480824374,0.0019010865400589,4.92653050567864e-06,1.06241624264811e-05,0.122587416541778,0.0,-0.000602756046061094
4,0.48000000000000004,0.464954464656466,0.000681180602975821,9.63468720643628e-05,0.00117009207667232,0.531191309773085,0.00190120365407592,5.40236447326752e-06,1.16533720561626e-05,0.122589357203694,0.0,-0.000604093172004309
5,0.6,0.465292225340571,0.000683480914426253,9.72194958275966e-05,0.00116076825976786,0.530859180535005,0.00190132183523276,5.80361914980085e-06,1.25224465942908e-05,0.122591304655929,0.0,-0.000604983073899656
6,0.72,0.465629911268939,0.000685630294852207,9.80887970419391e-05,0.00115167557589552,0.530527097775294,0.00190144107989333,6.15520808115943e-06,1.32849458279658e-05,0.122593258458136,0.0,-0.000605624078916732
7,0.84,0.465967505640992,0.000687635185194632,9.89543931659188e-05,0.00114280640078318,0.530195065995806,0.00190156138378587,6.47100027177351e-06,1.39706777793824e-05,0.122595218188732,0.0,-0.000606110906913013
8,0.9600000000000001,0.46630499704139,0.000689501771112206,9.98159237855424e-05,0.00113415339113421,0.529863089541307,0.00190168274216817,6.75958910259643e-06,1.45981067715765e-05,0.122597183444152,0.0,-0.000606494948309708
9,1.08,0.466642377022948,0.000691235993040703,0.000100673049674467,0.00112570947392681,0.529531172605355,0.00190180514986894,7.0267051867602e-06,1.51795425841129e-05,0.122599153838136,0.0,-0.000606806683283286
10,1.2,0.466979638938054,0.000692843555790089,0.000101525451879392,0.00111746783611458,0.529199319235928,0.00190192860131492,7.27638091837614e-06,1.57236446747597e-05,0.122601129001044,0.0,-0.000607065419547773
11,1.32,0.46731677731252,0.000694329937739426,0.000102372830840459,0.00110942191472268,0.528867533340849,0.00190205309055513,7.51157277319267e-06,1.62367601993301e-05,0.122603108579193,0.0,-0.000607284032773802
12,1.44,0.467653787483579,0.000695700399660965,0.000103214905547016,0.00110156538732564,0.528535818692991,0.00190217861128417,7.73451961191366e-06,1.67236943165185e-05,0.122605092234225,0.0,-0.000607471461861789
13,1.5599999999999998,0.467990665377022,0.000696959993194591,0.000104051412727162,0.00109389216289163,0.528204178935291,0.00190230515686438,7.94696200964445e-06,1.71881816575343e-05,0.122607079642502,0.0,-0.000607634121775022
14,1.68,0.468327407363157,0.000698113568989652,0.000104882106069584,0.00108639637297884,0.527872617585569,0.00190243272034683,8.15028288903374e-06,1.7633188594118e-05,0.122609070494513,0.0,-0.000607776747248325
15,1.8,0.468664010159911,0.000699165784529921,0.000105706755477202,0.00107907236327103,0.527541138041166,0.00190256129449188,8.34560115300396e-06,1.80611144635854e-05,0.122611064494319,0.0,-0.00060790291134672
16,1.9200000000000002,0.469000470764944,0.000700121111653933,0.000106525146350158,0.001071914685438,0.527209743583396,0.00190269087178825,8.53383642941208e-06,1.84739306910032e-05,0.122613061359005,0.0,-0.000608015370896184
