,time,s,e,i_s,i_a,r,d,v,x_vac,y_inc,x_zero,u_V
0,0.0,0.46360604745375,0.000670331443875792,9.28314438722102e-05,0.00120986144387644,0.532520195443879,0.00190074144387725,0.0,0.0,0.12258164,0.0,-0.000608380732674221
1,0.12000000000000001,0.463944510266643,0.0006733056538988,9.37132239109015e-05,0.00119953100096495,0.53218792883519,0.00190085550673795,1.55368043678767e-07,3.45601586440527e-07,0.122583557448919,0.0,-0.000610584402710701
2,0.24000000000000002,0.464282984074021,0.000676100272601868,9.45933021584617e-05,0.00118946508019985,0.531855688855697,0.00190097049489344,1.97904668232086e-07,4.37289976125193e-07,0.122585483130496,0.0,-0.000610831797598333
3,0.36,0.464621356702282,0.000678722999853527,9.54713324500866e-05,0.00117965495161404,0.531523480828756,0.00190108654006295,2.2664326366905e-07,4.9935014491633e-07,0.122587416542966,0.0,-0.000610942402606646
4,0.48000000000000004,0.464959617266101,0.00068118111733848,9.63468744373305e-05,0.00117009209409309,0.531191309779146,0.00190120365408218,2.49214615099268e-07,5.48164156638647e-07,0.122589357206103,0.0,-0.00061100700608416
5,0.6,0.465297760043559,0.000683481606834551,9.72194998785999e-05,0.00116076828923141,0.530859180542965,0.00190132183524297,2.68182268585668e-07,5.89241191999655e-07,0.122591304660052,0.0,-0.000611050037779566
6,0.72,0.465635780789483,0.000685631172886685,9.80888032685811e-05,0.00115167562088328,0.530527097785448,0.00190144107990985,2.84748117899097e-07,6.25164705648284e-07,0.122593258464491,0.0,-0.000611081055962085
7,0.84,0.465973675904351,0.000687636254773587,9.89544020794375e-05,0.00114280646484543,0.530195066008524,0.00190156138381163,2.99581614816389e-07,6.57373446199165e-07,0.122595218197858,0.0,-0.000611104628496785
8,0.9600000000000001,0.466311442152284,0.000689503036934362,9.98159359066096e-05,0.00113415347785927,0.529863089557035,0.00190168274220676,3.13097773149783e-07,6.86759110995263e-07,0.122597183456602,0.0,-0.000611123234918793
9,1.08,0.466649076540662,0.000691237458872665,0.000100673065530024,0.00112570958691825,0.529531172624617,0.00190180514992459,3.25573476122742e-07,7.13916446181924e-07,0.122599153854477,0.0,-0.000611138346440044
10,1.2,0.466986576260008,0.000692845224665453,0.000101525472000197,0.00111746797897385,0.529199319259325,0.00190192860139249,3.37203635401692e-07,7.39264004313917e-07,0.12260112902185,0.0,-0.000611150895500806
11,1.32,0.467323938650182,0.000694331812103374,0.000102372855759206,0.00110942209103567,0.528867533369059,0.00190205309066016,3.48131201062516e-07,7.6310866809489e-07,0.122603108605046,0.0,-0.000611161503959258
12,1.44,0.467661161179419,0.000695702481479012,0.000103214935796808,0.00110156560065205,0.528535818726767,0.00190217861142286,3.58464463410205e-07,7.85682845947708e-07,0.122605092265717,0.0,-0.000611170603720564
