,time,s,e,i_s,i_a,r,d,v,x_vac,y_inc,x_super_zero
1938,511.83673469387753,0.5350146478553726,0.010268143723321074,0.0024869493078897385,0.010211076735472367,0.3384427011673471,0.10357648122046885,0.0,0.0,0.2392665002138387,0.8292397508715109
1939,512.1008403361344,0.5349673596713251,0.010283530075815714,0.0024906607024602874,0.010226467032801228,0.33840137806229503,0.10363060446517434,0.0,0.0,0.23933104997224486,0.8296811858820383
1940,512.3649459783913,0.534919221803178,0.010298922983847365,0.002494376514654657,0.01024186899429092,0.3383607996610745,0.10368481005282632,0.0,0.0,0.23939569670758393,0.8301232924801566
1941,512.6290516206483,0.534870234250931,0.010314322447416022,0.002498096744472846,0.010257282619941436,0.33832096596368566,0.10373909798342476,0.0,0.0,0.23946044041985595,0.8305660706658656
1942,512.8931572629051,0.5348203970145844,0.010329728466521675,0.002501821391914854,0.010272707909752769,0.3382818769701285,0.10379346825696961,0.0,0.0,0.23952528110906082,0.8310095204391651
1943,513.157262905162,0.5347697100941378,0.010345141041164343,0.002505550456980683,0.010288144863724934,0.33824353268040297,0.10384792087346095,0.0,0.0,0.23959021877519865,0.8314536418000555
1944,513.421368547419,0.5347181734895916,0.010360560171344015,0.002509283939670332,0.010303593481857925,0.33820593309450914,0.10390245583289874,0.0,0.0,0.23965525341826938,0.8318984347485366
1945,513.6854741896758,0.5346657872009456,0.010375985857060685,0.0025130218399838,0.010319053764151733,0.33816907821244696,0.10395707313528298,0.0,0.0,0.239720385038273,0.8323438992846084
1946,513.9495798319327,0.5346125512281997,0.01039141809831437,0.0025167641579210884,0.010334525710606373,0.33813296803421644,0.10401177278061369,0.0,0.0,0.23978561363520953,0.8327900354082709
1947,514.2136854741897,0.5345584655713542,0.01040685689510506,0.002520510893482197,0.010350009321221838,0.3380976025598176,0.10406655476889085,0.0,0.0,0.239850939209079,0.8332368431195243
1948,514.4777911164466,0.534503530230409,0.010422302247432756,0.002524262046667126,0.010365504595998127,0.33806298178925037,0.10412141910011445,0.0,0.0,0.2399163617598814,0.8336843224183683
1949,514.7418967587034,0.5344477452053638,0.010437754155297449,0.0025280176174758734,0.010381011534935236,0.3380291057225148,0.10417636577428449,0.0,0.0,0.23998188128761666,0.8341324733048029
1950,515.0060024009604,0.5343911104962189,0.010453212618699154,0.0025317776059084417,0.010396530138033174,0.33799597435961093,0.10423139479140103,0.0,0.0,0.24004749779228485,0.8345812957788284
1951,515.2701080432173,0.5343336261029743,0.010468677637637867,0.00253554201196483,0.01041206040529194,0.33796358770053875,0.10428650615146401,0.0,0.0,0.240113211273886,0.8350307898404447
1952,515.5342136854741,0.53427529202563,0.010484149212113578,0.0025393108356450375,0.01042760233671152,0.33793194574529817,0.10434169985447342,0.0,0.0,0.24017902173241998,0.8354809554896514
1953,515.7983193277311,0.5342161082641858,0.010499627342126302,0.0025430840769490658,0.010443155932291934,0.33790104849388936,0.1043969759004293,0.0,0.0,0.2402449291678869,0.835931792726449
1954,516.062424969988,0.5341560748186418,0.010515112027676032,0.002546861735876914,0.010458721192033173,0.33787089594631214,0.10445233428933165,0.0,0.0,0.24031093358028674,0.8363833015508375
1955,516.3265306122448,0.5340951916889982,0.010530603268762758,0.002550643812428581,0.01047429811593523,0.3378414881025666,0.10450777502118044,0.0,0.0,0.24037703496961949,0.8368354819628164
1956,516.5906362545018,0.5340334588752547,0.010546101065386499,0.0025544303066040693,0.010489886703998119,0.33781282496265264,0.1045632980959757,0.0,0.0,0.24044323333588513,0.8372883339623862
1957,516.8547418967587,0.5339708763774115,0.010561605417547245,0.0025582212184033773,0.01050548695622183,0.3377849065265704,0.1046189035137174,0.0,0.0,0.2405095286790837,0.8377418575495468
1958,517.1188475390156,0.5339074441954684,0.010577116325244997,0.002562016547826505,0.010521098872606369,0.33775773279431986,0.10467459127440557,0.0,0.0,0.24057592099921524,0.838196052724298
1959,517.3829531812725,0.5338431623294257,0.010592633788479747,0.002565816294873452,0.010536722453151726,0.33773130376590094,0.10473036137804018,0.0,0.0,0.24064241029627959,0.83865091948664
1960,517.6470588235294,0.5337780307792831,0.01060815780725151,0.0025696204595442194,0.010552357697857912,0.33770561944131366,0.10478621382462125,0.0,0.0,0.2407089965702769,0.8391064578365727
1961,517.9111644657863,0.5337120495450408,0.010623688381560277,0.0025734290418388075,0.010568004606724926,0.3376806798205581,0.10484214861414878,0.0,0.0,0.24077567982120712,0.839562667774096
1962,518.1752701080432,0.5336452186266988,0.010639225511406045,0.0025772420417572136,0.010583663179752754,0.33765648490363415,0.10489816574662274,0.0,0.0,0.24084246004907026,0.8400195492992102
1963,518.4393757503001,0.5335775380242569,0.010654769196788826,0.0025810594592994415,0.010599333416941418,0.3376330346905419,0.10495426522204318,0.0,0.0,0.2409093372538663,0.8404771024119151
1964,518.703481392557,0.5335090077377154,0.010670319437708612,0.0025848812944654887,0.010615015318290906,0.3376103291812813,0.10501044704041008,0.0,0.0,0.24097631143559525,0.8409353271122108
1965,518.967587034814,0.533439627767074,0.010685876234165403,0.0025887075472553565,0.010630708883801217,0.3375883683758524,0.10506671120172344,0.0,0.0,0.24104338259425714,0.8413942234000971
1966,519.2316926770708,0.5333693981123329,0.01070143958615919,0.0025925382176690426,0.010646414113472346,0.33756715227425516,0.10512305770598322,0.0,0.0,0.24111055072985188,0.841853791275574
