,time,s,e,i_s,i_a,r,d,v,x_vac,y_inc,x_zero,u_V
0,0.0,0.463606046104051,0.000670330094160595,9.28300941367413e-05,0.00120986009416502,0.532520194094179,0.00190074009417021,0.0,0.0,0.12258164,0.0,-0.000924300834704801
1,0.264,0.464347790732754,0.000676642079431566,9.4767260769833e-05,0.00118747526111785,0.531789246479082,0.00190099208769366,3.08608978301211e-06,6.63457276111147e-06,0.122585868858663,0.0,-0.000942765049483716
2,0.528,0.465091239796652,0.000682127883539252,9.66942505692224e-05,0.00116632161645013,0.531058457680286,0.00190124926015323,3.90951145267993e-06,8.41431463859498e-06,0.122590134756858,0.0,-0.000944865551294973
3,0.7919999999999999,0.465834353771252,0.000686862671944678,9.86064275405096e-05,0.00114631079753647,0.530327879654113,0.00190151158829159,4.47508923567347e-06,9.64062938870284e-06,0.122594432742906,0.0,-0.00094580537736956
4,1.056,0.466576959071197,0.000690915173355791,0.000100499704620683,0.00112736145821753,0.529597560426783,0.00190177902781398,4.92513800396833e-06,1.06193242713721e-05,0.122598758316909,0.0,-0.00094635387155582
5,1.32,0.467318978924449,0.000694348264781213,0.000102370500701648,0.00110939869998876,0.528867544417376,0.00190205152323227,5.30766947079326e-06,1.1453504885981e-05,0.12260310739215,0.0,-0.000946718588359082
6,1.5839999999999999,0.468060364315696,0.000697219462941324,0.000104215694446276,0.00109235354429775,0.528137872727691,0.00190232900996995,5.64524495725323e-06,1.21915917281301e-05,0.122607476259893,0.0,-0.00094698086490418
7,1.848,0.46880107832638,0.000699581372629266,0.000106032581407185,0.00107616244787347,0.527408583407622,0.00190261141561715,5.9504484703027e-06,1.28605751161745e-05,0.122611861557132,0.0,-0.000947179616419905
8,2.112,0.469541090761389,0.000701482097484794,0.000107818834775524,0.00106076685807707,0.52667971169865,0.00190289866100518,6.23108861799136e-06,1.34771922349574e-05,0.122616260237038,0.0,-0.000947335985007186
9,2.376,0.470280375811776,0.00070296561660807,0.000109572469512665,0.0010461128050079,0.525951290257317,0.0019031906611736,6.49237860448417e-06,1.40526098838561e-05,0.122620669541877,0.0,-0.000947462523322477
10,2.64,0.471018910856504,0.000704072129917116,0.000111291809586503,0.00103215052732497,0.525223349360348,0.00190348732624446,6.73799007466846e-06,1.45946875679877e-05,0.122625086978198,0.0,-0.000947567191054479
